name,category_no,category_name,sub_no,sub_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5
青醬雞肉三明治 ,7,鮮食類,46,三明治,三明治,雞,,,
阿舍乾拌麵20包 ,14,民生食材類,99,各式麵條/拌麵,,,,,
正官庄EVERYTIME ,12,保健食品類,79,美肌/纖體,,,,,
義美小泡芙組合 ,13,點心/零食類,81,餅乾,義美,,,,
義美益生菌QQ糖 ,13,點心/零食類,91,糖果,糖,,,,
全佑雞蛋M 30CT ,17,寵物用品類,127,狗食,雞,,,,
美國藍莓510G ,17,寵物用品類,129,寵物用品,,,,,
綜合壽司組合 ,7,鮮食類,44,米飯類,,,,,
台灣雞中翅雞翅腿 ,11,冷凍食品類,76,冷凍微波料理,雞,,,,
全佑雞蛋LL 30CT ,17,寵物用品類,127,狗食,雞,,,,
SEEDS雞肉乾1KG ,17,寵物用品類,127,狗食,D,雞,肉,,
熟凍刻花魷魚 ,11,冷凍食品類,73,冷凍海鮮,魚,,,,
TREE TOP蘋果汁 ,2,飲料類,10,果汁/果醋飲,,,,,
KS超柔軟嬰兒濕巾 ,16,洗浴清潔/保養類,121,身體清潔/保養,濕巾,濕,巾,嬰兒,
ARIEL補充包折價 ,15,日用百貨類,110,家庭清潔用品,包,補充,L,,
產銷履歷黃秋葵 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
智利蜜李1.8KG ,10,生鮮食品類,64,生鮮肉品,,,,,
SYSMAX木製讀書架 ,20,書本/文教用品類,141,文教用品,,,,,
ON分離乳清巧克力 ,13,點心/零食類,92,巧克力,巧克力,,,,
義美巧克力酥片 ,13,點心/零食類,81,餅乾,巧克力,酥,義美,,
芋泥鮮奶油蛋糕 ,8,烘焙/甜點類,59,其他甜食,蛋糕,,,,
維也納牛奶餐包18 ,8,烘焙/甜點類,56,麵包,包,餐,1,,
綜合貝果12入 ,2,飲料類,10,果汁/果醋飲,,,,,
炭烤雞肉沙拉 ,17,寵物用品類,127,狗食,雞,肉,,,
綜合餅乾24入 ,13,點心/零食類,81,餅乾,,,,,
桂格減糖黑十穀 ,2,飲料類,15,沖泡類飲品,穀,桂格,,,
靠得住日用衛生棉 ,16,洗浴清潔/保養類,119,女性衛生用品,棉,靠得住,衛生,,
#1344678回饋金 ,7,鮮食類,44,米飯類,,,,,
KOTEX棉條量多型 ,16,洗浴清潔/保養類,119,女性衛生用品,棉,型,,,
USII高效鎖鮮袋 ,15,日用百貨類,114,餐廚用品,,,,,
KS有機蘋果醋 ,2,飲料類,10,果汁/果醋飲,,,,,
碳烤海鮮味洋芋片 ,13,點心/零食類,81,餅乾,洋芋片,洋芋,烤,味,
巧克力莓果纖穀脆 ,13,點心/零食類,92,巧克力,巧克力,,,,
綜合燕麥棒40入 ,14,民生食材類,97,有機食品,,,,,
GODIVA香草味可可 ,13,點心/零食類,92,巧克力,可可,V,,,
GODIVA流心雪糕 ,6,冰品類,32,冰棒/雪糕,,,,,
S.L舒適枕2 PK ,22,服飾鞋包類,149,品牌鞋款,,,,,
#979885 回饋金 ,7,鮮食類,44,米飯類,,,,,
MINI OREO分享組 ,2,飲料類,10,果汁/果醋飲,,,,,
PUMA 女內褲4入 ,22,服飾鞋包類,149,品牌鞋款,,,,,
阿根廷蒜頭 900G ,11,冷凍食品類,76,冷凍微波料理,,,,,
健達繽紛樂巧克力 ,13,點心/零食類,92,巧克力,巧克力,健達,繽紛樂,,
立即回饋金 ,7,鮮食類,44,米飯類,,,,,
EGGS動福蛋30入 ,17,寵物用品類,129,寵物用品,3,,,,
白土司900公克 ,11,冷凍食品類,70,冷凍蔬菜,,,,,
金螃蟹拉麵韓豬 ,11,冷凍食品類,76,冷凍微波料理,豬,,,,
味丹台灣豬炸醬麵 ,14,民生食材類,99,各式麵條/拌麵,,,,,
OKEGGS褐殼雞蛋30 ,21,3C類,143,手機/通訊/週邊,,,,,
智利無籽綠葡萄 ,10,生鮮食品類,63,生鮮水果,,,,,
旺旺嚴選米果 ,13,點心/零食類,91,糖果,,,,,
健司奶油胚芽餅乾 ,13,點心/零食類,81,餅乾,,,,,
綜合纖脆燕麥棒 ,14,民生食材類,97,有機食品,,,,,
無糖黃金蕎麥飲 ,2,飲料類,8,茶飲,無糖,飲,,,
水蜜桃百香果優格 ,10,生鮮食品類,63,生鮮水果,,,,,
SAPUTO乾酪條 ,13,點心/零食類,94,其他零食,S,乾酪,,,
台灣豬頰肉真空包 ,13,點心/零食類,83,肉乾/肉紙,,,,,
球芽甘藍600G ,14,民生食材類,97,有機食品,芽,,,,
浴廁林浴間清潔劑 ,15,日用百貨類,111,家庭清潔洗劑,清潔劑,清潔,浴廁,劑,
2024880立即回饋 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR #115674 ,21,3C類,143,手機/通訊/週邊,5,,,,
泰安台灣豬排骨酥 ,11,冷凍食品類,76,冷凍微波料理,豬,酥,,,
餐包36入 ,17,寵物用品類,129,寵物用品,3,,,,
飛利浦美體刀 ,19,家電類,136,美容家電,刀,飛利浦,,,
台灣本產土雞 ,10,生鮮食品類,64,生鮮肉品,雞,,,,
ADIDAS休閒帽 ,18,戶外休閒用品類,130,運動健身,,,,,
全佑雞蛋L 30CT ,17,寵物用品類,127,狗食,雞,,,,
鮮奶油水果蛋糕 ,13,點心/零食類,81,餅乾,,,,,
LIPTON紅茶粉 ,2,飲料類,15,沖泡類飲品,茶,粉,,,
產銷履歷玉女蕃茄 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
比目魚切片 ,11,冷凍食品類,73,冷凍海鮮,切片,魚,,,
綜合巧克力袋 ,13,點心/零食類,92,巧克力,巧克力,,,,
葡萄草莓蒟蒻果凍 ,13,點心/零食類,91,糖果,草莓,葡萄,,,
KS漱口水 ,16,洗浴清潔/保養類,122,口腔保健,,,,,
GRANDEUR浴巾三入 ,16,洗浴清潔/保養類,121,身體清潔/保養,巾,,,,
DOMESTOS馬桶滾輪 ,19,家電類,135,生活家電,,,,,
RS有機青仁黑豆粉 ,14,民生食材類,97,有機食品,有機,有,黑豆,S,粉
ON 分離乳清巧克力 ,13,點心/零食類,92,巧克力,巧克力,,,,
產銷履歷金鑽鳳梨 ,10,生鮮食品類,63,生鮮水果,,,,,
樂天卡士達派36PK ,13,點心/零食類,94,其他零食,,,,,
波蘿伏酪切片乾酪 ,10,生鮮食品類,64,生鮮肉品,片,,,,
石安牧場杏仁豆腐 ,8,烘焙/甜點類,59,其他甜食,,,,,
綜合果仁燕麥脆餅 ,13,點心/零食類,81,餅乾,麥,,,,
台豬豚骨拉麵 ,7,鮮食類,45,麵食類,麵,拉,,,
銀寶男性綜合290 ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
香吉士卡拉卡拉橙 ,18,戶外休閒用品類,130,運動健身,,,,,
PROTOLEAF培養土 ,12,保健食品類,78,保健/養生,,,,,
拋棄式擦拭布 ,15,日用百貨類,110,家庭清潔用品,擦,布,,,
有機三種綜合莓 ,13,點心/零食類,82,堅果,綜合,,,,
鮮榨蘋果汁 ,2,飲料類,10,果汁/果醋飲,,,,,
麒麟一番搾啤酒罐 ,25,菸酒類,171,啤酒,啤酒,麒麟,酒,,
單一花束（材） ,20,書本/文教用品類,139,書籍,,,,,
CK女內褲3入組 ,12,保健食品類,79,美肌/纖體,,,,,
ADIDAS高爾夫鞋WD ,18,戶外休閒用品類,130,運動健身,,,,,
雞腿捲 ,7,鮮食類,49,小菜/滷味,,,,,
美國特選嫩肩牛排 ,10,生鮮食品類,64,生鮮肉品,牛,,,,
YAMAKI鰹魚調味汁 ,14,民生食材類,95,料理調味,,,,,
店舖折價 ,20,書本/文教用品類,139,書籍,,,,,
EC 蘇菲棉條量多 ,16,洗浴清潔/保養類,119,女性衛生用品,棉,,,,
COUPON GIOVANNI ,21,3C類,143,手機/通訊/週邊,,,,,
METHOD浴廁清潔劑 ,15,日用百貨類,111,家庭清潔洗劑,清潔劑,清潔,浴廁,劑,
曼秀雷敦防曬凝露 ,16,洗浴清潔/保養類,125,美容保養,防曬,曼秀雷敦,,,
雞肉調味料652G ,11,冷凍食品類,76,冷凍微波料理,雞,雞肉,,,
PHILIPS 65PUH8215 ,21,3C類,143,手機/通訊/週邊,5,2,,,
CKJ 男牛仔褲 ,22,服飾鞋包類,154,男裝,男,牛仔,褲,,
EC- 極速鋼珠筆 *12 ,20,書本/文教用品類,141,文教用品,1,,,,
TROPICAL 椰奶酥捲 ,13,點心/零食類,81,餅乾,捲,酥,,,
冷凍牛肋條箱 25 ,11,冷凍食品類,76,冷凍微波料理,冷凍,,,,
和風鰹魚高湯包 ,17,寵物用品類,128,其他寵物食品,,,,,
魔乾擦拭布20條 ,21,3C類,143,手機/通訊/週邊,2,,,,
SEAGATE 6TB 3.5 HD ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 滿意寶寶褲 XXL ,15,日用百貨類,108,民生紙品,滿意,,,,
LOLE TPE瑜珈墊 ,18,戶外休閒用品類,130,運動健身,瑜珈,墊,,,
純金墜鍊158厘 ,23,精品類,161,黃金,金,,,,
威猛先生去霉劑 ,15,日用百貨類,110,家庭清潔用品,,,,,
台灣雞棒棒腿切塊 ,10,生鮮食品類,64,生鮮肉品,雞,棒,,,
安佳乳酪絲1KG ,4,乳品類,25,優酪乳,乳,乳酪,,,
天地合補四物飲 ,12,保健食品類,78,保健/養生,,,,,
萬家香甲等醬油 ,14,民生食材類,95,料理調味,醬,等,醬油,香,
產銷履歷毛豆仁 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
冷壓初榨橄欖油 ,14,民生食材類,95,料理調味,橄欖油,初榨,冷壓,,
#127511 回饋金 ,7,鮮食類,44,米飯類,,,,,
精選咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
KS 無調味綜合堅果 ,13,點心/零食類,82,堅果,堅果,綜合,無,調味,果
COUPON FOR DESK ,21,3C類,143,手機/通訊/週邊,,,,,
IRC ALKALINE ,21,3C類,143,手機/通訊/週邊,,,,,
商用方巾24入 ,17,寵物用品類,129,寵物用品,用,,,,
PANASONIC  S/2 ,21,3C類,143,手機/通訊/週邊,2,,,,
KS 5W-30機油6PK ,19,家電類,135,生活家電,3,,,,
香菇造型巧克力餅 ,13,點心/零食類,81,餅乾,巧克力,,,,
精選饅頭15 粒 ,11,冷凍食品類,76,冷凍微波料理,1,,,,
ENELOOP三號電池 ,21,3C類,147,週邊/耗材,,,,,
履歷喜蕃茄 ,10,生鮮食品類,62,生鮮蔬菜,履歷,,,,
冷凍白蝦1KG ,11,冷凍食品類,70,冷凍蔬菜,冷凍,,,,
美國萵苣生菜2CT ,10,生鮮食品類,62,生鮮蔬菜,菜,C,2,,
美國蘿蔓心6CT ,17,寵物用品類,129,寵物用品,,,,,
OSRAM 晶幻檯燈 ,19,家電類,135,生活家電,,,,,
美國特選翼板牛排 ,11,冷凍食品類,72,冷凍肉品,牛排,美國,牛,排,
珍珍燻烤魷魚絲 ,13,點心/零食類,83,肉乾/肉紙,,,,,
一本烏梅汁4入 ,2,飲料類,10,果汁/果醋飲,,,,,
產銷履歷空心菜 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,菜,空心菜,
本產有機乾薑 ,10,生鮮食品類,62,生鮮蔬菜,有機,有,,,
PUMA女運動內衣 ,22,服飾鞋包類,153,女裝,,,,,
TAILOR V男短褲 ,22,服飾鞋包類,154,男裝,男,褲,短褲,,
克潮靈備長炭除濕 ,15,日用百貨類,110,家庭清潔用品,,,,,
真空收納袋14入 ,15,日用百貨類,114,餐廚用品,真空,1,,,
洗衣槽清潔劑 ,15,日用百貨類,109,洗衣用具,洗衣,槽,劑,衣,
KS無香精洗衣精 ,15,日用百貨類,111,家庭清潔洗劑,無,洗衣,精,,
ADVENT女睡褲組 ,22,服飾鞋包類,151,男女內著,褲,,,,
EC EVIAN 1250ML ,21,3C類,143,手機/通訊/週邊,5,2,,,
柚子利口酒1.8L ,25,菸酒類,170,調酒,酒,柚子,,,
義美高纖全麥吐司 ,11,冷凍食品類,76,冷凍微波料理,義美,,,,
五木快煮拉麵 ,14,民生食材類,99,各式麵條/拌麵,,,,,
石丸讚岐細烏龍 ,11,冷凍食品類,76,冷凍微波料理,,,,,
歐治鼻噴劑2入 ,19,家電類,136,美容家電,,,,,
香辣炒蟹味厚切洋 ,7,鮮食類,49,小菜/滷味,,,,,
SUTTONPLACE蓋毯 ,24,傢俱/家飾類,163,寢具,,,,,
丹麥奶酥餅乾 ,13,點心/零食類,81,餅乾,酥,麥,,,
IC光泉濃咖啡凍 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
蛤蠣 ,22,服飾鞋包類,153,女裝,,,,,
台灣豬肉米漢堡 ,11,冷凍食品類,76,冷凍微波料理,豬,豬肉,,,
卡辣海苔口味 ,13,點心/零食類,81,餅乾,口味,海苔,味,,
CREST美白牙貼 ,16,洗浴清潔/保養類,122,口腔保健,白,,,,
牙周適牙膏 ,16,洗浴清潔/保養類,122,口腔保健,牙膏,,,,
KS濾芯八入組 ,19,家電類,134,廚房家電,,,,,
BAND-AID透氣繃 ,12,保健食品類,80,醫材/藥品,,,,,
CETAPHIL潔膚凝脂 ,16,洗浴清潔/保養類,125,美容保養,,,,,
NATROL維生素C ,17,寵物用品類,129,寵物用品,L,,,,
馬桶漂白清潔錠 ,15,日用百貨類,111,家庭清潔洗劑,清潔,馬,桶,,
勳風三層式電蚊拍 ,19,家電類,135,生活家電,,,,,
泰國芒果乾 ,13,點心/零食類,88,果乾,乾,芒果乾,泰國,,
威德檸檬酸鈣 ,12,保健食品類,78,保健/養生,,,,,
擔仔麵(台豬) ,14,民生食材類,99,各式麵條/拌麵,,,,,
草莓果醬 ,14,民生食材類,96,果醬/抹醬,,,,,
香蕉船淨護防曬乳 ,16,洗浴清潔/保養類,125,美容保養,防曬,,,,
照燒雞腿排1.5KG ,10,生鮮食品類,67,冷藏調理,雞,腿,排,燒,
傳貴有機微甜豆漿 ,5,豆米漿/植物奶,27,豆漿,漿,,,,
FEIT 23W白光燈泡 ,19,家電類,135,生活家電,3,,,,
KS香草巧克力雪糕 ,6,冰品類,32,冰棒/雪糕,,,,,
特級美國乾酪片 ,14,民生食材類,95,料理調味,美,特級,,,
怡家寶瓦斯罐12CT ,15,日用百貨類,114,餐廚用品,1,,,,
REEBOK男長褲 ,22,服飾鞋包類,154,男裝,男,褲,,,
爆米花脆片多寶箱 ,13,點心/零食類,81,餅乾,,,,,
5爐瓦斯烤爐 ,19,家電類,134,廚房家電,,,,,
合利他命A25 ,26,禮盒類,176,禮盒,,,,,
NORMI伸縮電蚊拍 ,19,家電類,135,生活家電,,,,,
43L收納筒2PK ,24,傢俱/家飾類,163,寢具,,,,,
MOBIL-1 0W20 OIL ,21,3C類,143,手機/通訊/週邊,2,,,,
米其林215/55 R17 ,14,民生食材類,103,米,,,,,
米其林225/60 R17 ,14,民生食材類,103,米,,,,,
金星升等費用 ,17,寵物用品類,129,寵物用品,用,,,,
SAIKAI日本麵碗 ,14,民生食材類,100,泡麵,麵,碗,日本,,
歐姆龍回饋金 ,20,書本/文教用品類,139,書籍,,,,,
SOODATEK傳輸線*3 ,21,3C類,144,桌機/筆電/平板,,,,,
BINGGRAE 草莓牛奶 ,4,乳品類,23,調味乳,牛奶,草莓,BINGGRAE,,
美豬蜂蜜火腿切片 ,10,生鮮食品類,64,生鮮肉品,豬,片,,,
克補B群+鋅 ,12,保健食品類,78,保健/養生,,,,,
DON DAVID馬貝克 ,22,服飾鞋包類,155,個人服飾配件,,,,,
芝麻冰淇淋+風味醋冰沙 ,6,冰品類,33,冰淇淋,冰淇淋,,,,
芝麻冰淇淋+冰奶茶 ,6,冰品類,33,冰淇淋,冰淇淋,茶,,,
烏龜玉米脆片 ,13,點心/零食類,81,餅乾,玉米,,,,
歐樂Ｂ牙刷頭６入 ,16,洗浴清潔/保養類,122,口腔保健,牙刷,入,,,
#1502686回饋金 ,7,鮮食類,44,米飯類,,,,,
琣伯莉起士小魚餅 ,13,點心/零食類,81,餅乾,,,,,
COMBOS起司捲心餅 ,13,點心/零食類,81,餅乾,捲,起司,,,
托貝克朱維奈紅酒 ,26,禮盒類,176,禮盒,,,,,
BOSCH 12V電鑽 ,19,家電類,135,生活家電,鑽,,,,
虎標頸肩舒乳膏 ,16,洗浴清潔/保養類,125,美容保養,,,,,
#126922 回饋金 ,7,鮮食類,44,米飯類,,,,,
空運鮭魚排 ,11,冷凍食品類,73,冷凍海鮮,鮭魚,鮭,魚,,
冷凍蒜味麵包 ,8,烘焙/甜點類,56,麵包,麵,包,,,
GOURMET貓罐頭 ,17,寵物用品類,129,寵物用品,,,,,
台豬高津德式香腸 ,7,鮮食類,42,熱狗,香腸,,,,
產銷履歷蘋果絲瓜 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
笑牛原味迷你乾酪 ,13,點心/零食類,81,餅乾,原味,味,,,
科克蘭維他命C ,13,點心/零食類,81,餅乾,,,,,
蘇菲彈力貼身日用 ,16,洗浴清潔/保養類,119,女性衛生用品,,,,,
開心果1.36 KG ,8,烘焙/甜點類,56,麵包,1,,,,
不鏽鋼烤網兩件組 ,18,戶外休閒用品類,131,戶外露營,不,鋼,鏽,網,烤
冷藏牡蠣400GX2 ,7,鮮食類,44,米飯類,,,,,
低脂切片乾酪6PK ,13,點心/零食類,88,果乾,乾,片,,,
科克蘭薑黃粉340 ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
STANLEY保溫杯 ,15,日用百貨類,114,餐廚用品,保,保溫,杯,,
美國加州櫻桃907G ,22,服飾鞋包類,149,品牌鞋款,,,,,
去味大師室內擴香 ,15,日用百貨類,110,家庭清潔用品,,,,,
GRANDEUR加大浴巾 ,16,洗浴清潔/保養類,121,身體清潔/保養,巾,,,,
一夜干風味墨魚絲 ,7,鮮食類,44,米飯類,,,,,
美國特選肩小排燒 ,11,冷凍食品類,76,冷凍微波料理,小,,,,
美國覆盆子 ,17,寵物用品類,129,寵物用品,,,,,
IRC FOR 日本山藥 ,13,點心/零食類,83,肉乾/肉紙,,,,,
樹頂果茶組合2L ,2,飲料類,8,茶飲,茶,,,,
#102366 回饋金 ,7,鮮食類,44,米飯類,,,,,
SAMSUNG 58'' TV ,21,3C類,143,手機/通訊/週邊,5,,,,
帶頭帶殼生蝦 ,11,冷凍食品類,73,冷凍海鮮,生蝦,,,,
#64996 回饋金 ,7,鮮食類,44,米飯類,,,,,
CKJ 男短袖 T 恤 ,22,服飾鞋包類,154,男裝,男,短袖,,,
I WRAP保鮮袋 ,15,日用百貨類,114,餐廚用品,保,,,,
12 MINI 128G WHITE ,21,3C類,143,手機/通訊/週邊,2,,,,
EC 六層網狀置物架 ,20,書本/文教用品類,141,文教用品,,,,,
CAT 行動修理玩具 ,17,寵物用品類,129,寵物用品,,,,,
紅龍純牛肉漢堡片 ,7,鮮食類,47,漢堡,堡,牛肉,肉,漢堡,
杏桃乾 ,13,點心/零食類,82,堅果,乾,,,,
KELLOGGS草莓脆片 ,13,點心/零食類,81,餅乾,草莓,,,,
KS洗衣粉 ,15,日用百貨類,112,衣物清潔,洗衣,洗衣粉,,,
泰國糖漬薑塊 ,2,飲料類,8,茶飲,,,,,
明治雙醬洋洋棒 ,13,點心/零食類,81,餅乾,棒,,,,
KS橄欖油 ,14,民生食材類,95,料理調味,橄欖油,KS,,,
103093回饋金 ,7,鮮食類,44,米飯類,,,,,
PLAYGO海盜船 ,20,書本/文教用品類,141,文教用品,,,,,
PUMA男童內褲四入 ,22,服飾鞋包類,152,童裝,入,褲,內褲,,
嬌生超涵水回饋金 ,15,日用百貨類,110,家庭清潔用品,回饋,金,,,
乾酪果乾堅果組合 ,13,點心/零食類,82,堅果,堅果,乾,果,果乾,
SKECHERS女緊身褲 ,22,服飾鞋包類,153,女裝,,,,,
KS泉水1L ,2,飲料類,8,茶飲,1,,,,
聖沛黎洛香橙野莓 ,2,飲料類,10,果汁/果醋飲,,,,,
SKECHERS女休閒鞋 ,22,服飾鞋包類,149,品牌鞋款,閒鞋,鞋,休閒鞋,,
海尼根瓶裝啤酒 ,25,菸酒類,171,啤酒,啤酒,裝,酒,,
KS垃圾袋 ,15,日用百貨類,110,家庭清潔用品,垃圾,垃圾袋,,,
極潤清爽化妝水組 ,16,洗浴清潔/保養類,125,美容保養,組,,,,
小善存加鈣100 CT ,20,書本/文教用品類,139,書籍,10,1,,,
新東陽台灣豬肉醬 ,14,民生食材類,98,罐頭,肉醬,新東陽,肉,,
TROPICAL椰奶酥捲 ,13,點心/零食類,81,餅乾,捲,酥,,,
J.& B.居家短褲 ,22,服飾鞋包類,153,女裝,,,,,
幫寶適一級幫 S ,15,日用百貨類,108,民生紙品,幫寶適,一級,,,
EC NIVEA 卸妝水 ,16,洗浴清潔/保養類,123,彩妝/卸妝,,,,,
EC 義大利氣泡水 ,3,水類,18,礦泉水,水,,,,
EC MARTINELLI'S AP ,21,3C類,143,手機/通訊/週邊,,,,,
EC COUPON #187901 ,21,3C類,143,手機/通訊/週邊,,,,,
EC COUPON #108956 ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 滿意寶寶褲型 L ,15,日用百貨類,108,民生紙品,褲型,滿意,,,
蒲燒鰻魚 ,14,民生食材類,98,罐頭,鰻,燒鰻,,,
小型立體保冷袋 ,23,精品類,159,精品／飾品,,,,,
富統台灣豬培根 ,10,生鮮食品類,64,生鮮肉品,豬,台灣豬,培根,,
NINTENDO SWITCH ,22,服飾鞋包類,152,童裝,S,,,,
EC 葉黃素山桑子錠 ,12,保健食品類,78,保健/養生,,,,,
EC DAELIM 補充包 ,15,日用百貨類,111,家庭清潔洗劑,充包,,,,
產銷履歷彩色甜椒 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
一口雪宿米果 ,13,點心/零食類,81,餅乾,,,,,
METHOD全效清潔劑 ,15,日用百貨類,111,家庭清潔洗劑,清潔劑,清潔,劑,,
有嘉木阿里山冬茶 ,2,飲料類,8,茶飲,茶,,,,
CROWN多穀牛奶餅 ,13,點心/零食類,81,餅乾,,,,,
SB元氣咖哩(辛) ,14,民生食材類,98,罐頭,咖哩,SB,,,
兒童水瓶兩件組 ,15,日用百貨類,114,餐廚用品,,,,,
ANDY&EVAN童套裝 ,22,服飾鞋包類,152,童裝,,,,,
履歷地瓜2.8KG ,14,民生食材類,103,米,地瓜,,,,
MAN VINTNERS C.B. ,21,3C類,143,手機/通訊/週邊,,,,,
GRANDEUR浴巾 ,16,洗浴清潔/保養類,121,身體清潔/保養,巾,,,,
英人琴酒GIN ,19,家電類,137,視聽娛樂家電,人,,,,
百靈耳溫槍 ,12,保健食品類,80,醫材/藥品,,,,,
大正百保能 ,19,家電類,135,生活家電,,,,,
M&M罐裝牛奶巧克 ,13,點心/零食類,92,巧克力,牛奶,,,,
三合一白咖啡 ,1,咖啡類,3,沖泡式咖啡,咖啡,三合一,白,,
TABASCO辣椒醬 ,14,民生食材類,95,料理調味,醬,辣椒,,,
台灣十三香雞翅 ,11,冷凍食品類,72,冷凍肉品,雞,翅,台灣,,
FITFLOP女休閒鞋 ,22,服飾鞋包類,149,品牌鞋款,閒鞋,鞋,休閒鞋,,
KS超特大生蝦仁 ,11,冷凍食品類,73,冷凍海鮮,仁,KS,生蝦,特大,
#197399回饋金110 ,7,鮮食類,44,米飯類,,,,,
美國香吉士黃檸檬 ,10,生鮮食品類,63,生鮮水果,,,,,
BOLLE男POLO衫 ,22,服飾鞋包類,154,男裝,男,,,,
KS冷凍蔬菜 ,11,冷凍食品類,70,冷凍蔬菜,冷凍,蔬菜,KS,,
FOR 127139 ,21,3C類,143,手機/通訊/週邊,2,,,,
WEATHERPROOF長褲 ,22,服飾鞋包類,152,童裝,褲,,,,
咖啡濾紙4盒 ,15,日用百貨類,114,餐廚用品,盒,,,,
智利無籽紅葡萄 ,10,生鮮食品類,63,生鮮水果,,,,,
MAG-ELLE-月刊 ,20,書本/文教用品類,139,書籍,月,,,,
泉水 500ML/35 入 ,2,飲料類,8,茶飲,5,入,,,
SKIN TECH.防蚊組 ,15,日用百貨類,110,家庭清潔用品,組,,,,
小鹿山丘防蚊液組 ,15,日用百貨類,110,家庭清潔用品,組,,,,
3M專業級空氣濾網 ,15,日用百貨類,110,家庭清潔用品,M,3M,,,
#86373回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 克潮靈補充包 ,12,保健食品類,80,醫材/藥品,,,,,
EC VTECH 積木車 ,20,書本/文教用品類,141,文教用品,,,,,
舒潔袖珍包面紙 ,15,日用百貨類,108,民生紙品,舒潔,包,紙,,
雀巢原味咖啡 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
雙人 極品和牛套餐 ,24,傢俱/家飾類,165,床墊,雙人,餐,,,
六張犁台灣豬肉包 ,13,點心/零食類,83,肉乾/肉紙,,,,,
澳洲冷凍牛筋 ,11,冷凍食品類,70,冷凍蔬菜,冷凍,,,,
FREAKSHOW紅酒 ,26,禮盒類,176,禮盒,,,,,
S.MARG.紅酒750ML ,21,3C類,143,手機/通訊/週邊,5,,,,
桂格有機燕麥片 ,2,飲料類,15,沖泡類飲品,桂格,燕麥,,,
班洛克白葡萄酒 ,25,菸酒類,172,紅白酒,酒,,,,
MAN VINTNERS紅酒 ,26,禮盒類,176,禮盒,,,,,
LURPAK蒜味鮮乳油 ,7,鮮食類,44,米飯類,,,,,
SAEKO成人泳鏡3PK ,22,服飾鞋包類,155,個人服飾配件,,,,,
白蘭氏認證雞精組 ,12,保健食品類,78,保健/養生,,,,,
水蒸式殺蟲劑 ,15,日用百貨類,110,家庭清潔用品,,,,,
桂格完膳營養素 ,12,保健食品類,78,保健/養生,,,,,
欣表飛鳴錠 ,17,寵物用品類,129,寵物用品,,,,,
EC QUASI 不鏽鋼筷 ,15,日用百貨類,114,餐廚用品,不,鋼,鏽,,
EC 不鏽鋼便當盒 ,15,日用百貨類,114,餐廚用品,不,鋼,鏽,盒,
杜蕾斯更薄衛生套 ,12,保健食品類,80,醫材/藥品,,,,,
PETITZEL 石榴飲料 ,2,飲料類,10,果汁/果醋飲,,,,,
十味觀牛筋牛肉麵 ,14,民生食材類,99,各式麵條/拌麵,,,,,
EC 女性漏尿墊 15CC ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
KS  小熊造型蜂蜜 ,14,民生食材類,96,果醬/抹醬,,,,,
TWS特級砂糖2KG ,17,寵物用品類,129,寵物用品,,,,,
蒙帝斯紅酒6PK ,18,戶外休閒用品類,130,運動健身,,,,,
健司脆雙菇350G ,13,點心/零食類,81,餅乾,,,,,
LOGITECH M325 MOUS ,21,3C類,143,手機/通訊/週邊,5,2,,,
S. M. MERLOT紅酒 ,26,禮盒類,176,禮盒,,,,,
整支玉米筍2.95KG ,7,鮮食類,43,關東煮,5,2,,,
#78623 回饋金 ,7,鮮食類,44,米飯類,,,,,
砧板折價券 ,15,日用百貨類,114,餐廚用品,,,,,
WONKANDY棉花糖 ,13,點心/零食類,91,糖果,糖,棉花,,,
TRUE INNO.辦公椅 ,24,傢俱/家飾類,164,傢俱,,,,,
二合一白咖啡80 ,1,咖啡類,3,沖泡式咖啡,咖啡,白,二合一,,
MAISTO模型迴力車 ,20,書本/文教用品類,141,文教用品,,,,,
